1000
0	11566.6	0
1	-36.2927	-5.47779
2	164.931	-123.96
3	826.978	-475.255
4	153.866	-51.6048
5	7.30212	-8.65959
6	-168.771	106.968
7	62.1386	53.386
8	3.79308	-3.84081
9	-7.69272	1.89094
10	-87.0615	17.9312
11	16.1947	-10.7492
12	141.063	11.3759
13	-19.871	-7.75446
14	80.2593	-58.3476
15	22.9307	-38.4237
16	716.732	-0.0948562
17	-30.9213	5.50974
18	16.1436	-27.1973
19	-93.0159	96.424
20	26.0806	-9.40494
21	45.1745	-44.6371
22	-124.438	51.4177
23	-61.1345	38.265
24	11.1545	-2.07585
25	42.5098	-49.7119
26	-36.1291	-0.00187362
27	23.1995	-30.9704
28	-6.74585	0.905493
29	-65.8575	52.1646
30	-181.116	51.4437
31	-29.5833	24.401
32	712.322	-0.335039
33	-0.215675	11.3026
34	12.9839	-21.6614
35	-232.606	113.845
36	-15.9682	5.93385
37	-27.826	-7.00404
38	-61.3418	-21.3901
39	-36.6213	13.2781
40	-5.74728	0.544835
41	4.84126	-1.62082
42	-64.9047	25.07
43	-2.21856	-11.6437
44	12.204	-9.22066
45	-1.24973	-6.29864
46	119.019	-25.1623
47	47.5433	-63.4406
48	704.284	-96.0737
49	-143.396	40.6469
50	-68.8153	21.6743
51	-20.0882	24.4063
52	187.796	-23.8512
53	-8.21514	6.70018
54	-11.6255	0.366393
55	-56.1643	54.7527
56	-16.8969	10.2999
57	-86.5905	11.5869
58	-103.235	31.8622
59	1.96112	-15.9594
60	170.908	-59.3907
61	82.3797	-32.309
62	-54.1521	157.417
63	49.8561	-78.5998
64	-8.81418	4.82455
65	0.939731	-12.9689
66	-6.88797	48.0165
67	-99.6628	30.5744
68	186.835	-28.9055
69	-237.674	68.9936
70	-34.0753	21.5556
71	-85.319	-10.5371
72	-4.03989	-0.532944
73	31.5683	-24.4494
74	-68.8155	32.3053
75	-22.2556	16.549
76	9.09612	-0.704548
77	-2.96811	-62.9912
78	-18.7707	19.5179
79	-10.5928	16.8424
80	6.88709	-3.87009
81	-37.6925	3.98012
82	-508.091	225.195
83	18.3833	-16.3523
84	198.369	-20.3938
85	10.96	-1.55484
86	-106.402	90.2394
87	3.4002	-4.13332
88	0.469073	-0.509344
89	-107.545	46.2421
90	-137.751	53.7365
91	12.3663	6.22244
92	180.435	-31.6294
93	4.87229	-18.5345
94	-49.2179	23.9094
95	23.1111	-22.9399
96	-0.294022	1.55319
97	-74.1601	-25.4558
98	432.012	-61.7678
99	-55.2233	71.8171
100	-6.79705	1.87372
101	112.428	-60.4848
102	-0.39538	-1.00594
103	-34.932	-2.43082
104	-17.9246	6.27853
105	74.3148	-31.0137
106	-18.5707	25.1529
107	48.015	-5.95913
108	-152.312	75.1748
109	-5.26533	0.764339
110	45.1011	-17.2076
