1000
0	15	-1.02388e-12
1	15.1392	-1.90666e-13
2	15.2783	-1.06606e-12
3	15.4173	-4.83336e-13
4	15.5561	1.18467e-12
5	15.6948	6.24647e-14
6	15.8333	1.06176e-12
7	15.9717	1.3485e-12
8	16.1098	1.1777e-12
9	16.2478	1.36802e-12
10	16.3855	-2.5851e-13
11	16.523	1.0382e-12
12	16.6602	4.84523e-13
13	16.7972	-1.08125e-12
14	16.9338	1.61414e-13
15	17.0702	-9.53262e-14
16	17.2063	-7.95021e-13
17	17.342	4.05515e-13
18	17.4774	9.96346e-13
19	17.6125	-6.2212e-13
20	17.7472	6.04313e-13
21	17.8815	1.03685e-12
22	18.0154	7.72046e-13
23	18.1488	7.70923e-13
24	18.2819	9.17142e-13
25	18.4145	-7.325e-14
26	18.5467	3.96584e-14
27	18.6783	1.86271e-13
28	18.8095	-2.06606e-13
29	18.9402	4.00066e-13
30	19.0704	-1.36821e-12
31	19.2001	-6.02571e-13
32	19.3292	9.02312e-13
33	19.4578	1.26334e-13
34	19.5858	-3.11256e-13
35	19.7132	4.77642e-13
36	19.84	1.64936e-12
37	19.9663	1.33165e-12
38	20.0919	-1.47848e-12
39	20.2168	6.96549e-15
40	20.3412	-1.36951e-13
41	20.4648	-6.54532e-13
42	20.5878	-1.28749e-13
43	20.7101	-1.52151e-12
44	20.8317	-5.88247e-13
45	20.9526	-5.35107e-13
46	21.0727	7.4924e-13
47	21.1922	7.89123e-13
48	21.3108	-4.92415e-13
49	21.4288	1.73227e-12
50	21.5459	1.04527e-12
51	21.6622	-6.53296e-13
52	21.7778	1.28614e-12
53	21.8925	-7.78562e-14
54	22.0065	-1.17998e-12
55	22.1196	-1.92113e-13
56	22.2318	-1.52454e-13
57	22.3432	-9.891e-13
58	22.4537	-1.15683e-12
59	22.5634	-1.05516e-12
60	22.6721	-2.15369e-13
61	22.78	1.65251e-12
62	22.8869	-5.75552e-13
63	22.9929	-1.49983e-12
64	23.098	1.11538e-12
65	23.2021	2.35445e-12
66	23.3053	-2.28513e-13
67	23.4076	-1.06168e-12
68	23.5088	1.63127e-13
69	23.6091	6.20041e-13
70	23.7084	-1.26502e-13
71	23.8066	-1.87978e-12
72	23.9039	-3.74114e-14
73	24.0001	-1.39917e-12
74	24.0953	2.7817e-13
75	24.1895	6.63519e-13
76	24.2826	-1.4686e-12
77	24.3747	-4.44893e-13
78	24.4657	2.27704e-12
79	24.5556	1.07403e-12
80	24.6445	-5.40387e-13
81	24.7322	-7.36994e-13
82	24.8189	-1.02685e-13
83	24.9044	-2.33007e-13
84	24.9889	-7.31826e-13
85	25.0722	-3.18166e-13
86	25.1544	-2.19346e-12
87	25.2354	4.65565e-13
88	25.3153	-1.3931e-12
89	25.3941	-3.32546e-14
90	25.4717	5.10728e-13
91	25.5482	-9.29107e-13
92	25.6234	-3.85349e-13
93	25.6975	1.77171e-12
94	25.7705	1.17852e-12
95	25.8422	-1.57263e-12
96	25.9128	-1.16122e-12
97	25.9821	-4.04448e-15
98	26.0503	6.91157e-13
99	26.1172	-1.15942e-12
100	26.1829	-1.53713e-12
101	26.2475	-1.36434e-12
102	26.3107	3.39062e-13
103	26.3728	-4.04448e-15
104	26.4337	-7.56542e-13
105	26.4933	-8.59452e-13
106	26.5516	1.07943e-12
107	26.6088	1.70093e-12
108	26.6646	-4.75226e-13
109	26.7193	-1.27648e-12
110	26.7727	4.33883e-13
111	26.8248	2.21997e-13
112	26.8757	-7.53621e-13
113	26.9253	3.39736e-13
114	26.9737	-2.55566e-12
115	27.0207	-6.31388e-14
116	27.0666	-1.28165e-12
117	27.1111	-1.95708e-13
118	27.1544	2.55027e-13
119	27.1965	-4.44893e-13
120	27.2372	-1.11695e-12
121	27.2767	9.46633e-13
122	27.3149	2.4177e-12
123	27.3518	-5.28928e-13
124	27.3875	-1.58364e-12
125	27.4219	6.50712e-13
126	27.455	3.22435e-13
127	27.4868	-1.50297e-12
128	27.5174	-4.67362e-14
129	27.5467	-1.95955e-12
130	27.5747	-2.26266e-13
